relpicture,recog,correct,irr_1,irr_2,irr_3,irr_4,irr_5,thisN,thisTrialN,thisRepN,KeepInMindRecog_key_resp_1.keys,KeepInMindRecog_key_resp_1.corr,KeepInMindRecog_key_resp_1.rt,KeepInMindRecog_key_resp_1.duration,InMind.thisRepN,InMind.thisTrialN,InMind.thisN,InMind.thisIndex,RSVPList.thisRepN,RSVPList.thisTrialN,RSVPList.thisN,RSVPList.thisIndex,thisRow.t,notes,piloting,welcome.started,welcome_text_1.started,welcome_keyboard_1.started,welcome.stopped,welcome_keyboard_1.keys,welcome_keyboard_1.rt,welcome_keyboard_1.duration,instruction.started,instruction_text_1.started,instruction_keyboard.started,instruction.stopped,instruction_keyboard.keys,instruction_keyboard.rt,instruction_keyboard.duration,shuffle_stim.started,shuffle_stim.stopped,prepare_marker.started,prepare_marker.stopped,KeepInMindSlide.started,KeepInMindSlide_image_1.started,KeepInMindSlide_text_1.started,KeepInMindSlide.stopped,test_stimulus.started,test_stimulus.stopped,fixation.started,fixation_polygon_1.started,fixation.stopped,ISI.started,ISI_polygon_1.started,ISI.stopped,trigger,RSVP_2.started,RSVP_image_1.started,RSVP_2.stopped,KeepInMindRecog.started,KeepInMindRecog_image_1.started,KeepInMindRecog_image_2.started,KeepInMindRecog_image_3.started,KeepInMindRecog_image_4.started,KeepInMindRecog_image_5.started,KeepInMindRecog_image_6.started,KeepInMindRecog_key_resp_1.started,KeepInMindRecog_image_1.stopped,KeepInMindRecog_image_2.stopped,KeepInMindRecog_image_3.stopped,KeepInMindRecog_image_4.stopped,KeepInMindRecog_image_5.stopped,KeepInMindRecog_image_6.stopped,KeepInMindRecog.stopped,InMind.KeepInMindRecog_key_resp_1.keys,InMind.KeepInMindRecog_key_resp_1.corr,InMind.KeepInMindRecog_key_resp_1.rt,InMind.KeepInMindRecog_key_resp_1.duration,judge.started,judge_text_1.started,judge.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,31,0,31,,,,,0,0,0,4,31,0,31,0,27.157354791997932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.14241691699135,27.157354791997932,27.225716332992306,202,27.230209166998975,27.240275791991735,27.82536458299728,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,32,0,32,,,,,0,0,0,4,32,0,32,0,27.8403307920089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.825557832984487,27.8403307920089,27.924987000005785,201,27.929786624998087,27.940239499992458,28.508446624997305,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,33,0,33,,,,,0,0,0,4,33,0,33,0,28.52368229199783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.508597082982305,28.52368229199783,28.60835091699846,202,28.61252674998832,28.623761416994967,29.208352207991993,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,34,0,34,,,,,0,0,0,4,34,0,34,0,29.22370395800681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.208483791997423,29.22370395800681,29.308280333003495,202,29.312201624998124,29.3236925000092,29.89160054200329,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,35,0,35,,,,,0,0,0,4,35,0,35,0,29.90697354200529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.89171070800512,29.90697354200529,29.99162908300059,202,29.995609042001888,30.0069285419886,30.591701124998508,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,36,0,36,,,,,0,0,0,4,36,0,36,0,30.606992374989204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.591816208005184,30.606992374989204,30.674977999995463,202,30.67907645800733,30.690214500005823,31.27503379198606,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,37,0,37,,,,,0,0,0,4,37,0,37,0,31.290275542007294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.275139667006442,31.290275542007294,31.37497487498331,202,31.378708667005412,31.390201792004518,31.959099208004773,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,38,0,38,,,,,0,0,0,4,38,0,38,0,31.973674832988763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.959306042001117,31.973674832988763,32.058566749998135,202,32.06290158300544,32.07371525000781,32.658339082991006,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,39,0,39,,,,,0,0,0,4,39,0,39,0,32.67367866699351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.65848695801105,32.67367866699351,32.75846170799923,202,32.762789208005415,32.77369041700149,33.341715916991234,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,40,0,40,,,,,0,0,0,4,40,0,40,0,33.35697320799227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.34186720798607,33.35697320799227,33.441790457989555,202,33.445677042007446,33.4569216670061,34.041686124983244,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,41,0,41,,,,,0,0,0,4,41,0,41,0,34.05697516698274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.041808542009676,34.05697516698274,34.12507404200733,202,34.12932891698438,34.14020620798692,34.72495416700258,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,42,0,42,,,,,0,0,0,4,42,0,42,0,34.74050266700215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.72508075000951,34.74050266700215,34.82506466700579,202,34.828970083006425,34.840406167000765,35.40838829200948,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,43,0,43,,,,,0,0,0,4,43,0,43,0,35.42371654199087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.408506874984596,35.42371654199087,35.508493250003085,202,35.51247337498353,35.52371158299502,36.10831245800364,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,44,0,44,,,,,0,0,0,4,44,0,44,0,36.1236607079918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.10842137498548,36.1236607079918,36.2084044579824,201,36.212732207990484,36.22366225000587,36.79168204200687,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,45,0,45,,,,,0,0,0,4,45,0,45,0,36.806924750009784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.79179533300339,36.806924750009784,36.891747916990425,202,36.89557695799158,36.90700908299186,37.49162166699534,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,46,0,46,,,,,0,0,0,4,46,0,46,0,37.50696654198691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.49174145798315,37.50696654198691,37.57495483299135,202,37.578947542002425,37.59034525000607,38.175041125010466,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,47,0,47,,,,,0,0,0,4,47,0,47,0,38.190434249991085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.17515424999874,38.190434249991085,38.2750904999848,202,38.278755457984516,38.290372624993324,38.85834083298687,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,48,0,48,,,,,0,0,0,4,48,0,48,0,38.873629082983825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.858446792000905,38.873629082983825,38.9582545000012,202,38.96208579200902,38.97368204200757,39.55835583299631,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,49,0,49,,,,,0,0,0,4,49,0,49,0,39.57357283300371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.558475792000536,39.57357283300371,39.64178620799794,202,39.64553787501063,39.656991333002225,40.24171087500872,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,50,0,50,,,,,0,0,0,4,50,0,50,0,40.25704245798988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.241890582983615,40.25704245798988,40.34132691699779,202,40.34596141698421,40.35700970800826,40.94163229200058,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,51,0,51,,,,,0,0,0,4,51,0,51,0,40.956861249986105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.94176908300142,40.956861249986105,41.024909875006415,202,41.02891133300727,41.04040274998988,41.625147082988406,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,52,0,52,,,,,0,0,0,4,52,0,52,0,41.64038533298299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.625282291992335,41.64038533298299,41.72505212499527,203,41.73063862498384,41.740311583009316,42.30841579200933,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,53,0,53,,,,,0,0,0,4,53,0,53,0,42.323712082987186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.30858725000871,42.323712082987186,42.40842554200208,202,42.4126820829988,42.423640708002495,43.008459125005174,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,54,0,54,,,,,0,0,0,4,54,0,54,0,43.02364783300436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.00859220800339,43.02364783300436,43.108392958005425,202,43.11229733299115,43.12366979199578,43.691654541995376,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,55,0,55,,,,,0,0,0,4,55,0,55,0,43.706915999995545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.69179116698797,43.706915999995545,43.791661499999464,202,43.79557200000272,43.806985000002896,44.39175041700946,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,56,0,56,,,,,0,0,0,4,56,0,56,0,44.407093416986754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.39186412500567,44.407093416986754,44.475078999996185,201,44.479396749986336,44.490363291988615,45.0750581669854,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,57,0,57,,,,,0,0,0,4,57,0,57,0,45.09036879200721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.075172374985414,45.09036879200721,45.17508091698983,202,45.17908954198356,45.1903887919907,45.75831383300829,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,58,0,58,,,,,0,0,0,4,58,0,58,0,45.77370262501063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.75850270799128,45.77370262501063,45.85837870798423,201,45.86303074998432,45.873655000003055,46.458465832984075,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,59,0,59,,,,,0,0,0,4,59,0,59,0,46.47385591699276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.45862958300859,46.47385591699276,46.54177837498719,202,46.54607412498444,46.55698233298608,47.14160587498918,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,60,0,60,,,,,0,0,0,4,60,0,60,0,47.157029499998316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.14178949999041,47.157029499998316,47.24172362498939,201,47.246461750008166,47.25695729200379,47.84179616699112,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,61,0,61,,,,,0,0,0,4,61,0,61,0,47.857040208007675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.841994957998395,47.857040208007675,47.92510429199319,202,47.92932408300112,47.94034266698873,48.52508358299383,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/5.jpg,./img/5.jpg,y,./img/6.jpg,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,0,0,0,5,0,225.89548262400785,None,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,,,,48.55988804198569,48.59046679199673,48.59046679199673,48.59046679199673,48.59046679199673,48.59046679199673,48.59046679199673,48.59046679199673,50.59043112499057,50.59043112499057,50.59043112499057,50.59043112499057,50.59043112499057,50.59043112499057,274.4962976250099,5,0,225.89548262400785,None,274.4981114169932,274.5071417919826,276.4919567499892,pilot,001,2026-06-25_01h22.32.161,oddball_ch3,,2026.1.1,59.972352740826814,2026-06-25 01h22.32.386689 +0800,
./img/6.jpg,./img/5.jpg,n,./img/1.jpg,./img/2.jpg,./img/3.jpg,./img/4.jpg,./img/5.jpg,0,0,0,,,,,0,1,1,5,0,0,0,0,279.2905876250006,,,,,,,,,,,,,,,,,276.57951433298877,276.5795521250111,276.579598249984,276.5796254169836,276.58469979200163,276.60726845799945,276.60726845799945,278.5754237920046,278.5754625829868,278.57549920800375,278.5755192080105,278.59059891698416,279.27532887499547,279.2758324169845,279.2905876250006,279.3752702079946,6,279.38022125000134,279.39051941700745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
