7.1250 	EXP 	New trial (rep=2, index=0): <Trial 2 (0 in rep 2) data={'thisN': 2, 'thisTrialN': 0, 'thisRepN': 2}>
7.1401 	EXP 	RSVP_image_1: autoDraw = False
7.1401 	EXP 	ISI_polygon_1: autoDraw = True
7.2402 	EXP 	ISI_polygon_1: autoDraw = False
7.2402 	EXP 	RSVP_image_1: image = './img/101.jpg'
7.2402 	EXP 	RSVP_image_1: autoDraw = True
7.8084 	EXP 	New trial (rep=3, index=0): <Trial 3 (0 in rep 3) data={'thisN': 3, 'thisTrialN': 0, 'thisRepN': 3}>
7.8236 	EXP 	RSVP_image_1: autoDraw = False
7.8236 	EXP 	ISI_polygon_1: autoDraw = True
7.9233 	EXP 	ISI_polygon_1: autoDraw = False
7.9233 	EXP 	RSVP_image_1: image = './img/2.jpg'
7.9233 	EXP 	RSVP_image_1: autoDraw = True
8.5083 	EXP 	New trial (rep=4, index=0): <Trial 4 (0 in rep 4) data={'thisN': 4, 'thisTrialN': 0, 'thisRepN': 4}>
8.5234 	EXP 	RSVP_image_1: autoDraw = False
8.5234 	EXP 	ISI_polygon_1: autoDraw = True
8.6235 	EXP 	ISI_polygon_1: autoDraw = False
8.6235 	EXP 	RSVP_image_1: image = './img/1.jpg'
8.6235 	EXP 	RSVP_image_1: autoDraw = True
9.1912 	EXP 	New trial (rep=5, index=0): <Trial 5 (0 in rep 5) data={'thisN': 5, 'thisTrialN': 0, 'thisRepN': 5}>
9.2067 	EXP 	RSVP_image_1: autoDraw = False
9.2067 	EXP 	ISI_polygon_1: autoDraw = True
9.3067 	EXP 	ISI_polygon_1: autoDraw = False
9.3067 	EXP 	RSVP_image_1: image = './img/2.jpg'
9.3067 	EXP 	RSVP_image_1: autoDraw = True
9.8918 	EXP 	New trial (rep=6, index=0): <Trial 6 (0 in rep 6) data={'thisN': 6, 'thisTrialN': 0, 'thisRepN': 6}>
9.9069 	EXP 	RSVP_image_1: autoDraw = False
9.9069 	EXP 	ISI_polygon_1: autoDraw = True
9.9902 	EXP 	ISI_polygon_1: autoDraw = False
9.9902 	EXP 	RSVP_image_1: image = './img/4.jpg'
9.9902 	EXP 	RSVP_image_1: autoDraw = True
10.5751 	EXP 	New trial (rep=7, index=0): <Trial 7 (0 in rep 7) data={'thisN': 7, 'thisTrialN': 0, 'thisRepN': 7}>
10.5902 	EXP 	RSVP_image_1: autoDraw = False
10.5902 	EXP 	ISI_polygon_1: autoDraw = True
10.6902 	EXP 	ISI_polygon_1: autoDraw = False
10.6902 	EXP 	RSVP_image_1: image = './img/5.jpg'
10.6902 	EXP 	RSVP_image_1: autoDraw = True
11.2583 	EXP 	New trial (rep=8, index=0): <Trial 8 (0 in rep 8) data={'thisN': 8, 'thisTrialN': 0, 'thisRepN': 8}>
11.2736 	EXP 	RSVP_image_1: autoDraw = False
11.2736 	EXP 	ISI_polygon_1: autoDraw = True
11.3735 	EXP 	ISI_polygon_1: autoDraw = False
11.3735 	EXP 	RSVP_image_1: image = './img/4.jpg'
11.3735 	EXP 	RSVP_image_1: autoDraw = True
11.9584 	EXP 	New trial (rep=9, index=0): <Trial 9 (0 in rep 9) data={'thisN': 9, 'thisTrialN': 0, 'thisRepN': 9}>
11.9736 	EXP 	RSVP_image_1: autoDraw = False
11.9736 	EXP 	ISI_polygon_1: autoDraw = True
12.0736 	EXP 	ISI_polygon_1: autoDraw = False
12.0736 	EXP 	RSVP_image_1: image = './img/5.jpg'
12.0736 	EXP 	RSVP_image_1: autoDraw = True
12.6418 	EXP 	New trial (rep=10, index=0): <Trial 10 (0 in rep 10) data={'thisN': 10, 'thisTrialN': 0, 'thisRepN': 10}>
12.6570 	EXP 	RSVP_image_1: autoDraw = False
12.6570 	EXP 	ISI_polygon_1: autoDraw = True
12.7570 	EXP 	ISI_polygon_1: autoDraw = False
12.7570 	EXP 	RSVP_image_1: image = './img/4.jpg'
12.7570 	EXP 	RSVP_image_1: autoDraw = True
13.3417 	EXP 	New trial (rep=11, index=0): <Trial 11 (0 in rep 11) data={'thisN': 11, 'thisTrialN': 0, 'thisRepN': 11}>
13.3569 	EXP 	RSVP_image_1: autoDraw = False
13.3569 	EXP 	ISI_polygon_1: autoDraw = True
13.4402 	EXP 	ISI_polygon_1: autoDraw = False
13.4402 	EXP 	RSVP_image_1: image = './img/5.jpg'
13.4402 	EXP 	RSVP_image_1: autoDraw = True
14.0250 	EXP 	New trial (rep=12, index=0): <Trial 12 (0 in rep 12) data={'thisN': 12, 'thisTrialN': 0, 'thisRepN': 12}>
14.0402 	EXP 	RSVP_image_1: autoDraw = False
14.0402 	EXP 	ISI_polygon_1: autoDraw = True
14.1401 	EXP 	ISI_polygon_1: autoDraw = False
14.1401 	EXP 	RSVP_image_1: image = './img/6.jpg'
14.1401 	EXP 	RSVP_image_1: autoDraw = True
14.7083 	EXP 	New trial (rep=13, index=0): <Trial 13 (0 in rep 13) data={'thisN': 13, 'thisTrialN': 0, 'thisRepN': 13}>
14.7234 	EXP 	RSVP_image_1: autoDraw = False
14.7234 	EXP 	ISI_polygon_1: autoDraw = True
14.8230 	EXP 	ISI_polygon_1: autoDraw = False
14.8230 	EXP 	RSVP_image_1: image = './img/2.jpg'
14.8230 	EXP 	RSVP_image_1: autoDraw = True
15.4083 	EXP 	New trial (rep=14, index=0): <Trial 14 (0 in rep 14) data={'thisN': 14, 'thisTrialN': 0, 'thisRepN': 14}>
15.4233 	EXP 	RSVP_image_1: autoDraw = False
15.4233 	EXP 	ISI_polygon_1: autoDraw = True
15.5234 	EXP 	ISI_polygon_1: autoDraw = False
15.5234 	EXP 	RSVP_image_1: image = './img/1.jpg'
15.5234 	EXP 	RSVP_image_1: autoDraw = True
16.0918 	EXP 	New trial (rep=15, index=0): <Trial 15 (0 in rep 15) data={'thisN': 15, 'thisTrialN': 0, 'thisRepN': 15}>
16.1069 	EXP 	RSVP_image_1: autoDraw = False
16.1069 	EXP 	ISI_polygon_1: autoDraw = True
16.2068 	EXP 	ISI_polygon_1: autoDraw = False
16.2068 	EXP 	RSVP_image_1: image = './img/5.jpg'
16.2068 	EXP 	RSVP_image_1: autoDraw = True
16.7918 	EXP 	New trial (rep=16, index=0): <Trial 16 (0 in rep 16) data={'thisN': 16, 'thisTrialN': 0, 'thisRepN': 16}>
16.8069 	EXP 	RSVP_image_1: autoDraw = False
16.8069 	EXP 	ISI_polygon_1: autoDraw = True
16.8902 	EXP 	ISI_polygon_1: autoDraw = False
16.8902 	EXP 	RSVP_image_1: image = './img/2.jpg'
16.8902 	EXP 	RSVP_image_1: autoDraw = True
17.4751 	EXP 	New trial (rep=17, index=0): <Trial 17 (0 in rep 17) data={'thisN': 17, 'thisTrialN': 0, 'thisRepN': 17}>
17.4904 	EXP 	RSVP_image_1: autoDraw = False
17.4904 	EXP 	ISI_polygon_1: autoDraw = True
17.5901 	EXP 	ISI_polygon_1: autoDraw = False
17.5901 	EXP 	RSVP_image_1: image = './img/3.jpg'
17.5901 	EXP 	RSVP_image_1: autoDraw = True
18.1585 	EXP 	New trial (rep=18, index=0): <Trial 18 (0 in rep 18) data={'thisN': 18, 'thisTrialN': 0, 'thisRepN': 18}>
18.1806 	EXP 	RSVP_image_1: autoDraw = False
18.1806 	EXP 	ISI_polygon_1: autoDraw = True
18.2736 	EXP 	ISI_polygon_1: autoDraw = False
18.2736 	EXP 	RSVP_image_1: image = './img/6.jpg'
18.2736 	EXP 	RSVP_image_1: autoDraw = True
18.8587 	EXP 	New trial (rep=19, index=0): <Trial 19 (0 in rep 19) data={'thisN': 19, 'thisTrialN': 0, 'thisRepN': 19}>
18.8736 	EXP 	RSVP_image_1: autoDraw = False
18.8736 	EXP 	ISI_polygon_1: autoDraw = True
18.9570 	EXP 	ISI_polygon_1: autoDraw = False
18.9570 	EXP 	RSVP_image_1: image = './img/2.jpg'
18.9570 	EXP 	RSVP_image_1: autoDraw = True
19.5417 	EXP 	New trial (rep=20, index=0): <Trial 20 (0 in rep 20) data={'thisN': 20, 'thisTrialN': 0, 'thisRepN': 20}>
19.5571 	EXP 	RSVP_image_1: autoDraw = False
19.5571 	EXP 	ISI_polygon_1: autoDraw = True
19.6570 	EXP 	ISI_polygon_1: autoDraw = False
19.6570 	EXP 	RSVP_image_1: image = './img/3.jpg'
19.6570 	EXP 	RSVP_image_1: autoDraw = True
20.2420 	EXP 	New trial (rep=21, index=0): <Trial 21 (0 in rep 21) data={'thisN': 21, 'thisTrialN': 0, 'thisRepN': 21}>
20.2570 	EXP 	RSVP_image_1: autoDraw = False
20.2570 	EXP 	ISI_polygon_1: autoDraw = True
20.3404 	EXP 	ISI_polygon_1: autoDraw = False
20.3404 	EXP 	RSVP_image_1: image = './img/4.jpg'
20.3404 	EXP 	RSVP_image_1: autoDraw = True
20.9252 	EXP 	New trial (rep=22, index=0): <Trial 22 (0 in rep 22) data={'thisN': 22, 'thisTrialN': 0, 'thisRepN': 22}>
20.9403 	EXP 	RSVP_image_1: autoDraw = False
20.9403 	EXP 	ISI_polygon_1: autoDraw = True
21.0403 	EXP 	ISI_polygon_1: autoDraw = False
21.0403 	EXP 	RSVP_image_1: image = './img/3.jpg'
21.0403 	EXP 	RSVP_image_1: autoDraw = True
21.6086 	EXP 	New trial (rep=23, index=0): <Trial 23 (0 in rep 23) data={'thisN': 23, 'thisTrialN': 0, 'thisRepN': 23}>
21.6236 	EXP 	RSVP_image_1: autoDraw = False
21.6236 	EXP 	ISI_polygon_1: autoDraw = True
21.7236 	EXP 	ISI_polygon_1: autoDraw = False
21.7236 	EXP 	RSVP_image_1: image = './img/1.jpg'
21.7236 	EXP 	RSVP_image_1: autoDraw = True
22.3086 	EXP 	New trial (rep=24, index=0): <Trial 24 (0 in rep 24) data={'thisN': 24, 'thisTrialN': 0, 'thisRepN': 24}>
22.3237 	EXP 	RSVP_image_1: autoDraw = False
22.3237 	EXP 	ISI_polygon_1: autoDraw = True
22.4070 	EXP 	ISI_polygon_1: autoDraw = False
22.4070 	EXP 	RSVP_image_1: image = './img/6.jpg'
22.4070 	EXP 	RSVP_image_1: autoDraw = True
22.9919 	EXP 	New trial (rep=25, index=0): <Trial 25 (0 in rep 25) data={'thisN': 25, 'thisTrialN': 0, 'thisRepN': 25}>
23.0071 	EXP 	RSVP_image_1: autoDraw = False
23.0071 	EXP 	ISI_polygon_1: autoDraw = True
23.1070 	EXP 	ISI_polygon_1: autoDraw = False
23.1070 	EXP 	RSVP_image_1: image = './img/4.jpg'
23.1070 	EXP 	RSVP_image_1: autoDraw = True
